0, 0.00893572, 0.017659, -7.68789, -0.241347, 1.91697, 0.00500824
0.02, 0.00908358, 0.0173347, -7.68784, -0.23982, 1.91974, 0.00491425
0.04, 0.00923321, 0.0169999, -7.68778, -0.238266, 1.92249, 0.00481659
0.06, 0.0093856, 0.0166544, -7.68773, -0.236687, 1.92521, 0.00471511
0.08, 0.00954159, 0.0162978, -7.68767, -0.235083, 1.92792, 0.00460969
0.1, 0.00970158, 0.0159302, -7.6876, -0.233454, 1.93059, 0.00450033
0.12, 0.00986635, 0.0155515, -7.68754, -0.231801, 1.93325, 0.00438692
0.14, 0.010036, 0.015162, -7.68746, -0.230125, 1.93587, 0.00426954
0.16, 0.010211, 0.0147613, -7.68739, -0.228426, 1.93847, 0.00414809
0.18, 0.0103914, 0.0143501, -7.6873, -0.226705, 1.94105, 0.00402274
0.2, 0.0105769, 0.0139283, -7.68722, -0.224962, 1.94359, 0.00389347
0.22, 0.0107677, 0.0134965, -7.68713, -0.223199, 1.94611, 0.00376046
0.24, 0.0109632, 0.0130549, -7.68703, -0.221415, 1.94861, 0.00362383
0.261, 0.0111629, 0.0126043, -7.68693, -0.219612, 1.95107, 0.00348382
0.281, 0.0113663, 0.0121448, -7.68682, -0.217791, 1.95351, 0.00334053
0.301, 0.0115727, 0.0116775, -7.68671, -0.215951, 1.95592, 0.00319428
0.321, 0.0117812, 0.0112031, -7.6866, -0.214093, 1.95831, 0.00304535
0.341, 0.0119909, 0.010722, -7.68648, -0.212218, 1.96067, 0.00289394
0.361, 0.0122008, 0.0102354, -7.68636, -0.210327, 1.963, 0.00274044
0.381, 0.0124099, 0.00974376, -7.68623, -0.20842, 1.9653, 0.00258506
0.401, 0.0126171, 0.00924836, -7.6861, -0.206499, 1.96757, 0.00242825
0.421, 0.0128212, 0.00874967, -7.68597, -0.204563, 1.96982, 0.0022702
0.441, 0.0130212, 0.00824875, -7.68584, -0.202613, 1.97205, 0.00211129
0.461, 0.0132158, 0.00774651, -7.68571, -0.20065, 1.97424, 0.00195188
0.481, 0.0134041, 0.00724365, -7.68558, -0.198675, 1.97641, 0.00179222
0.501, 0.013585, 0.00674085, -7.68545, -0.196688, 1.97856, 0.00163256
0.521, 0.0137573, 0.00623905, -7.68531, -0.19469, 1.98068, 0.00147326
0.541, 0.0139204, 0.00573885, -7.68518, -0.192681, 1.98277, 0.00131453
0.561, 0.0140733, 0.00524076, -7.68505, -0.190663, 1.98484, 0.00115656
0.581, 0.0142152, 0.00474514, -7.68492, -0.188636, 1.98688, 0.000999503
0.601, 0.0143456, 0.00425256, -7.6848, -0.186601, 1.9889, 0.000843539
0.621, 0.0144639, 0.0037633, -7.68468, -0.184559, 1.99089, 0.000688783
0.641, 0.0145695, 0.00327764, -7.68456, -0.18251, 1.99286, 0.000535339
0.661, 0.0146623, 0.0027953, -7.68444, -0.180454, 1.99481, 0.000383104
0.681, 0.0147421, 0.00231672, -7.68432, -0.178395, 1.99673, 0.000232227
0.701, 0.0148089, 0.00184155, -7.68421, -0.176331, 1.99862, 8.25826e-05
0.721, 0.0148626, 0.00136952, -7.68411, -0.174263, 2.00049, -6.59275e-05
0.741, 0.0149036, 0.000900353, -7.684, -0.172193, 2.00234, -0.000213422
0.762, 0.0149319, 0.000433719, -7.6839, -0.170122, 2.00416, -0.000360014
0.782, 0.0149481, -3.0898e-05, -7.6838, -0.168049, 2.00595, -0.000505904
0.802, 0.0149527, -0.000494147, -7.68371, -0.165977, 2.00772, -0.000651333
0.822, 0.0149461, -0.000956472, -7.68362, -0.163906, 2.00947, -0.00079647
0.842, 0.014929, -0.00141868, -7.68353, -0.161838, 2.01119, -0.000941619
0.862, 0.014902, -0.00188118, -7.68344, -0.159771, 2.01288, -0.00108693
0.882, 0.0148659, -0.00234487, -7.68336, -0.157709, 2.01455, -0.00123275
0.902, 0.0148216, -0.00281033, -7.68328, -0.155652, 2.0162, -0.00137929
0.922, 0.0147696, -0.00327824, -7.6832, -0.1536, 2.01782, -0.00152681
0.942, 0.0147108, -0.00374909, -7.68313, -0.151554, 2.01941, -0.00167549
0.962, 0.014646, -0.00422351, -7.68306, -0.149517, 2.02097, -0.00182559
0.982, 0.0145759, -0.00470196, -7.68299, -0.147487, 2.02251, -0.00197727
1.002, 0.0145012, -0.00518501, -7.68292, -0.145467, 2.02403, -0.00213074
