0, -0.0299645, -0.0818737, -7.84804, -0.265713, 1.968, -0.0214906
0.02, -0.0298216, -0.0820933, -7.84782, -0.264062, 1.97075, -0.0215952
0.04, -0.0296781, -0.0823301, -7.8476, -0.262387, 1.97347, -0.0217049
0.06, -0.029533, -0.0825844, -7.84737, -0.260688, 1.97617, -0.0218199
0.08, -0.0293852, -0.0828564, -7.84713, -0.258965, 1.97884, -0.0219405
0.1, -0.0292342, -0.0831458, -7.84689, -0.25722, 1.98148, -0.0220665
0.12, -0.029079, -0.0834531, -7.84664, -0.255453, 1.98411, -0.0221981
0.14, -0.0289195, -0.0837778, -7.84639, -0.253664, 1.9867, -0.0223353
0.16, -0.0287548, -0.08412, -7.84613, -0.251855, 1.98927, -0.0224781
0.18, -0.0285849, -0.0844792, -7.84586, -0.250026, 1.9918, -0.0226264
0.2, -0.0284097, -0.0848554, -7.84559, -0.248178, 1.99431, -0.0227802
0.22, -0.0282289, -0.085248, -7.84531, -0.24631, 1.9968, -0.0229393
0.24, -0.028043, -0.0856566, -7.84502, -0.244425, 1.99925, -0.0231037
0.261, -0.0278519, -0.0860803, -7.84473, -0.242522, 2.00168, -0.0232729
0.281, -0.0276562, -0.086519, -7.84443, -0.240602, 2.00407, -0.023447
0.301, -0.0274563, -0.0869715, -7.84413, -0.238666, 2.00644, -0.0236256
0.321, -0.0272528, -0.0874371, -7.84382, -0.236715, 2.00878, -0.0238084
0.341, -0.0270466, -0.0879152, -7.84351, -0.234748, 2.01109, -0.0239952
0.361, -0.0268382, -0.0884045, -7.8432, -0.232768, 2.01338, -0.0241856
0.381, -0.0266285, -0.0889046, -7.84288, -0.230773, 2.01563, -0.0243794
0.401, -0.0264185, -0.089414, -7.84256, -0.228766, 2.01786, -0.0245761
0.421, -0.0262091, -0.0899321, -7.84224, -0.226747, 2.02006, -0.0247754
0.441, -0.0260011, -0.0904578, -7.84192, -0.224715, 2.02223, -0.024977
0.461, -0.0257956, -0.0909902, -7.8416, -0.222673, 2.02437, -0.0251806
0.481, -0.0255933, -0.0915283, -7.84127, -0.220621, 2.02649, -0.0253857
0.501, -0.0253953, -0.0920715, -7.84095, -0.218559, 2.02857, -0.0255922
0.521, -0.0252025, -0.0926187, -7.84064, -0.216487, 2.03064, -0.0257997
0.541, -0.0250155, -0.0931691, -7.84032, -0.214408, 2.03267, -0.0260078
0.561, -0.0248351, -0.0937222, -7.84001, -0.212321, 2.03468, -0.0262165
0.581, -0.024662, -0.0942774, -7.8397, -0.210227, 2.03666, -0.0264254
0.601, -0.0244966, -0.0948341, -7.8394, -0.208126, 2.03862, -0.0266344
0.621, -0.0243392, -0.0953918, -7.8391, -0.206021, 2.04055, -0.0268434
0.641, -0.0241905, -0.0959501, -7.8388, -0.203911, 2.04246, -0.0270521
0.661, -0.0240505, -0.0965093, -7.83851, -0.201796, 2.04434, -0.0272606
0.681, -0.0239193, -0.0970686, -7.83823, -0.199679, 2.04619, -0.0274688
0.701, -0.0237969, -0.0976283, -7.83795, -0.19756, 2.04802, -0.0276766
0.721, -0.0236832, -0.0981885, -7.83768, -0.195438, 2.04982, -0.0278842
0.741, -0.0235777, -0.0987492, -7.83741, -0.193317, 2.0516, -0.0280916
0.762, -0.0234806, -0.0993108, -7.83715, -0.191195, 2.05335, -0.0282989
0.782, -0.0233909, -0.0998733, -7.83689, -0.189074, 2.05507, -0.0285061
0.802, -0.0233083, -0.100437, -7.83665, -0.186955, 2.05677, -0.0287136
0.822, -0.0232321, -0.101003, -7.83641, -0.184839, 2.05844, -0.0289213
0.842, -0.0231616, -0.101572, -7.83617, -0.182727, 2.06009, -0.0291295
0.862, -0.0230961, -0.102142, -7.83594, -0.180618, 2.06171, -0.0293383
0.882, -0.0230348, -0.102717, -7.83572, -0.178515, 2.06331, -0.029548
0.902, -0.0229767, -0.103294, -7.8355, -0.176418, 2.06487, -0.0297587
0.922, -0.0229212, -0.103876, -7.83529, -0.174328, 2.06641, -0.0299705
0.942, -0.0228672, -0.104462, -7.83508, -0.172246, 2.06793, -0.0301837
0.962, -0.0228139, -0.105053, -7.83488, -0.170172, 2.06942, -0.0303982
0.982, -0.0227605, -0.105649, -7.83469, -0.168108, 2.07088, -0.0306144
1.002, -0.022706, -0.10625, -7.8345, -0.166054, 2.07231, -0.0308322
1.022, -0.0226499, -0.106856, -7.83432, -0.164011, 2.07371, -0.0310516
1.042, -0.0225911, -0.107468, -7.83414, -0.16198, 2.07509, -0.0312728
1.062, -0.0225292, -0.108084, -7.83397, -0.159961, 2.07645, -0.0314956
1.082, -0.0224633, -0.108706, -7.8338, -0.157955, 2.07777, -0.0317201
1.102, -0.0223931, -0.109332, -7.83364, -0.155964, 2.07907, -0.031946
1.122, -0.022318, -0.109963, -7.83349, -0.153987, 2.08034, -0.0321733
1.142, -0.0222376, -0.110597, -7.83334, -0.152026, 2.08158, -0.0324018
1.162, -0.0221515, -0.111234, -7.8332, -0.15008, 2.0828, -0.0326312
1.182, -0.0220594, -0.111873, -7.83307, -0.148151, 2.08399, -0.0328613
1.202, -0.0219614, -0.112514, -7.83295, -0.14624, 2.08516, -0.0330919
1.222, -0.0218572, -0.113155, -7.83283, -0.144347, 2.0863, -0.0333226
1.242, -0.0217466, -0.113796, -7.83272, -0.142471, 2.08741, -0.0335531
1.263, -0.0216298, -0.114436, -7.83261, -0.140615, 2.0885, -0.0337831
1.283, -0.0215071, -0.115073, -7.83252, -0.138779, 2.08957, -0.0340121
1.303, -0.0213834, -0.115708, -7.83243, -0.136963, 2.09061, -0.0342401
1.323, -0.0212623, -0.11634, -7.83235, -0.135168, 2.09162, -0.0344668
1.343, -0.0211439, -0.116969, -7.83226, -0.133395, 2.09262, -0.034692
1.363, -0.0210285, -0.117594, -7.83219, -0.131644, 2.09359, -0.0349155
1.383, -0.0209165, -0.118214, -7.83211, -0.129916, 2.09454, -0.0351372
1.403, -0.0208081, -0.118829, -7.83205, -0.128213, 2.09547, -0.0353568
1.423, -0.0207037, -0.119439, -7.83198, -0.126534, 2.09638, -0.0355742
1.443, -0.0206034, -0.120044, -7.83192, -0.12488, 2.09726, -0.0357895
1.463, -0.0205074, -0.120643, -7.83186, -0.123253, 2.09813, -0.0360025
1.483, -0.0204157, -0.121237, -7.83181, -0.121653, 2.09897, -0.0362134
1.503, -0.0203284, -0.121826, -7.83175, -0.120081, 2.09979, -0.0364222
1.523, -0.0202454, -0.122411, -7.8317, -0.118537, 2.10059, -0.0366291
1.543, -0.0201663, -0.122991, -7.83165, -0.117023, 2.10138, -0.0368344
1.563, -0.0200912, -0.123569, -7.8316, -0.11554, 2.10213, -0.0370382
1.583, -0.0200194, -0.124144, -7.83155, -0.114088, 2.10287, -0.0372409
1.603, -0.0199506, -0.124719, -7.83149, -0.112668, 2.10359, -0.037443
1.623, -0.0198839, -0.125293, -7.83144, -0.111283, 2.10428, -0.0376448
1.643, -0.0198189, -0.12587, -7.83137, -0.109933, 2.10496, -0.0378469
1.663, -0.0197545, -0.126449, -7.83131, -0.108618, 2.10561, -0.0380498
1.683, -0.0196898, -0.127034, -7.83123, -0.10734, 2.10623, -0.0382541
1.703, -0.0196237, -0.127625, -7.83115, -0.106101, 2.10684, -0.0384603
1.723, -0.0195552, -0.128225, -7.83106, -0.104901, 2.10742, -0.0386692
1.743, -0.0194828, -0.128835, -7.83096, -0.103743, 2.10797, -0.0388812
1.764, -0.0194053, -0.129456, -7.83085, -0.102626, 2.1085, -0.0390971
1.784, -0.0193212, -0.130092, -7.83072, -0.101552, 2.109, -0.0393175
1.804, -0.019229, -0.130742, -7.83059, -0.100523, 2.10948, -0.0395428
1.824, -0.0191272, -0.13141, -7.83043, -0.0995398, 2.10993, -0.0397737
1.844, -0.0190142, -0.132096, -7.83026, -0.0986042, 2.11035, -0.0400108
1.864, -0.0188886, -0.132801, -7.83008, -0.0977165, 2.11074, -0.0402543
1.884, -0.0187486, -0.133528, -7.82988, -0.0968784, 2.11111, -0.0405048
1.904, -0.0185927, -0.134276, -7.82966, -0.0960911, 2.11144, -0.0407625
1.924, -0.0184194, -0.135046, -7.82942, -0.0953556, 2.11174, -0.0410277
1.944, -0.0182271, -0.135839, -7.82916, -0.0946733, 2.11201, -0.0413004
1.964, -0.0180144, -0.136654, -7.82889, -0.0940453, 2.11225, -0.0415807
1.984, -0.0177801, -0.137492, -7.8286, -0.0934728, 2.11246, -0.0418685
2.004, -0.0175227, -0.138351, -7.82829, -0.0929559, 2.11264, -0.0421636
2.024, -0.0172412, -0.139232, -7.82797, -0.0924973, 2.11278, -0.0424658
2.044, -0.0169344, -0.140132, -7.82762, -0.0920959, 2.11289, -0.0427745
2.064, -0.0166015, -0.141051, -7.82727, -0.0917537, 2.11296, -0.0430894
2.084, -0.0162419, -0.141986, -7.82689, -0.0914709, 2.113, -0.0434096
2.104, -0.0158547, -0.142935, -7.82651, -0.0912483, 2.11301, -0.0437346
2.124, -0.0154395, -0.143896, -7.82611, -0.0910868, 2.11298, -0.0440633
2.144, -0.0149959, -0.144866, -7.8257, -0.090987, 2.11292, -0.044395
2.164, -0.0145237, -0.145841, -7.82529, -0.090949, 2.11283, -0.0447284
2.184, -0.014023, -0.14682, -7.82486, -0.0909733, 2.1127, -0.0450625
2.204, -0.0134941, -0.147797, -7.82443, -0.0910603, 2.11253, -0.0453962
2.224, -0.0129368, -0.148771, -7.824, -0.0912106, 2.11233, -0.0457281
2.244, -0.0123519, -0.149736, -7.82357, -0.0914237, 2.1121, -0.046057
2.265, -0.01174, -0.15069, -7.82313, -0.0917002, 2.11183, -0.0463816
2.285, -0.0111015, -0.151628, -7.8227, -0.0920408, 2.11153, -0.0467005
2.305, -0.0104372, -0.152546, -7.82227, -0.0924447, 2.1112, -0.0470125
2.325, -0.00974835, -0.153442, -7.82184, -0.0929127, 2.11083, -0.0473162
