0.281, 2.786770, 1.606237, 0.909125, 2.561101, 0.234224, -0.140581, 0.117342, 0.521717, -0.026421, 0.101701, 0.008872, 0.151286
0.301, 2.791458, 1.603440, 0.911478, 2.571587, 0.233674, -0.138538, 0.117517, 0.524714, -0.028531, 0.102125, 0.008603, 0.147868
0.321, 2.796135, 1.600684, 0.913835, 2.582131, 0.233081, -0.136487, 0.117686, 0.527643, -0.030668, 0.102610, 0.008309, 0.144408
0.341, 2.800800, 1.597970, 0.916195, 2.592734, 0.232445, -0.134425, 0.117850, 0.530502, -0.032826, 0.103150, 0.007990, 0.140910
0.361, 2.805451, 1.595296, 0.918558, 2.603394, 0.231765, -0.132352, 0.118007, 0.533290, -0.034996, 0.103740, 0.007649, 0.137377
0.381, 2.810089, 1.592665, 0.920924, 2.614108, 0.231042, -0.130267, 0.118156, 0.536008, -0.037173, 0.104373, 0.007288, 0.133813
0.401, 2.814711, 1.590075, 0.923294, 2.624876, 0.230275, -0.128169, 0.118299, 0.538653, -0.039347, 0.105042, 0.006909, 0.130226
0.421, 2.819318, 1.587528, 0.925666, 2.635697, 0.229465, -0.126057, 0.118433, 0.541227, -0.041513, 0.105739, 0.006517, 0.126622
0.441, 2.823908, 1.585023, 0.928040, 2.646568, 0.228611, -0.123931, 0.118560, 0.543728, -0.043663, 0.106457, 0.006115, 0.123007
0.461, 2.828480, 1.582561, 0.930418, 2.657489, 0.227715, -0.121790, 0.118678, 0.546157, -0.045790, 0.107188, 0.005710, 0.119390
0.481, 2.833034, 1.580142, 0.932797, 2.668458, 0.226776, -0.119635, 0.118788, 0.548514, -0.047889, 0.107926, 0.005305, 0.115779
0.501, 2.837569, 1.577766, 0.935179, 2.679473, 0.225796, -0.117464, 0.118891, 0.550798, -0.049955, 0.108662, 0.004907, 0.112183
0.521, 2.842084, 1.575434, 0.937562, 2.690534, 0.224774, -0.115279, 0.118985, 0.553010, -0.051981, 0.109389, 0.004522, 0.108610
0.541, 2.846578, 1.573146, 0.939947, 2.701637, 0.223713, -0.113080, 0.119072, 0.555151, -0.053965, 0.110102, 0.004156, 0.105070
0.561, 2.851050, 1.570902, 0.942334, 2.712784, 0.222612, -0.110867, 0.119152, 0.557222, -0.055903, 0.110795, 0.003815, 0.101571
0.581, 2.855500, 1.568702, 0.944723, 2.723971, 0.221472, -0.108640, 0.119225, 0.559222, -0.057793, 0.111460, 0.003504, 0.098123
0.601, 2.859927, 1.566548, 0.947113, 2.735197, 0.220296, -0.106400, 0.119293, 0.561155, -0.059634, 0.112095, 0.003230, 0.094733
0.621, 2.864329, 1.564438, 0.949504, 2.746461, 0.219083, -0.104147, 0.119355, 0.563020, -0.061424, 0.112695, 0.002998, 0.091410
0.641, 2.868707, 1.562373, 0.951897, 2.757762, 0.217834, -0.101883, 0.119413, 0.564819, -0.063163, 0.113256, 0.002813, 0.088161
0.661, 2.873060, 1.560354, 0.954290, 2.769099, 0.216551, -0.099608, 0.119468, 0.566554, -0.064855, 0.113776, 0.002680, 0.084992
0.681, 2.877386, 1.558381, 0.956685, 2.780469, 0.215235, -0.097323, 0.119521, 0.568226, -0.066499, 0.114252, 0.002602, 0.081908
0.701, 2.881686, 1.556454, 0.959081, 2.791873, 0.213886, -0.095029, 0.119573, 0.569837, -0.068099, 0.114685, 0.002583, 0.078916
0.721, 2.885959, 1.554572, 0.961478, 2.803308, 0.212506, -0.092727, 0.119625, 0.571390, -0.069659, 0.115072, 0.002625, 0.076017
0.741, 2.890203, 1.552737, 0.963875, 2.814774, 0.211095, -0.090417, 0.119678, 0.572885, -0.071183, 0.115416, 0.002730, 0.073214
0.762, 2.894419, 1.550949, 0.966274, 2.826269, 0.209653, -0.088101, 0.119735, 0.574325, -0.072675, 0.115715, 0.002898, 0.070509
0.782, 2.898606, 1.549206, 0.968674, 2.837793, 0.208182, -0.085780, 0.119795, 0.575711, -0.074141, 0.115973, 0.003130, 0.067900
0.802, 2.902763, 1.547511, 0.971076, 2.849343, 0.206682, -0.083453, 0.119861, 0.577047, -0.075587, 0.116190, 0.003424, 0.065387
0.822, 2.906890, 1.545861, 0.973478, 2.860921, 0.205153, -0.081123, 0.119933, 0.578333, -0.077018, 0.116369, 0.003778, 0.062968
0.842, 2.910985, 1.544259, 0.975883, 2.872523, 0.203595, -0.078789, 0.120012, 0.579571, -0.078441, 0.116513, 0.004190, 0.060637
0.862, 2.915050, 1.542704, 0.978289, 2.884150, 0.202009, -0.076453, 0.120101, 0.580764, -0.079861, 0.116625, 0.004656, 0.058390
0.882, 2.919082, 1.541195, 0.980696, 2.895800, 0.200394, -0.074115, 0.120199, 0.581912, -0.081285, 0.116707, 0.005171, 0.056222
0.902, 2.923081, 1.539733, 0.983106, 2.907472, 0.198751, -0.071776, 0.120308, 0.583017, -0.082719, 0.116763, 0.005730, 0.054124
0.922, 2.927047, 1.538318, 0.985518, 2.919167, 0.197078, -0.069436, 0.120429, 0.584082, -0.084168, 0.116796, 0.006327, 0.052088
0.942, 2.930980, 1.536950, 0.987933, 2.930882, 0.195377, -0.067095, 0.120562, 0.585106, -0.085637, 0.116809, 0.006957, 0.050107
0.962, 2.934878, 1.535629, 0.990351, 2.942618, 0.193646, -0.064754, 0.120708, 0.586090, -0.087131, 0.116804, 0.007611, 0.048170
0.982, 2.938741, 1.534355, 0.992771, 2.954372, 0.191885, -0.062413, 0.120867, 0.587036, -0.088654, 0.116785, 0.008284, 0.046269
1.002, 2.942569, 1.533127, 0.995195, 2.966146, 0.190092, -0.060073, 0.121040, 0.587945, -0.090210, 0.116753, 0.008966, 0.044392
1.022, 2.946360, 1.531947, 0.997623, 2.977937, 0.188269, -0.057734, 0.121227, 0.588816, -0.091801, 0.116709, 0.009652, 0.042529
1.042, 2.950114, 1.530813, 1.000054, 2.989746, 0.186413, -0.055396, 0.121427, 0.589649, -0.093430, 0.116657, 0.010332, 0.040672
1.062, 2.953831, 1.529727, 1.002490, 3.001570, 0.184524, -0.053058, 0.121641, 0.590446, -0.095098, 0.116595, 0.011001, 0.038809
1.082, 2.957510, 1.528687, 1.004930, 3.013410, 0.182601, -0.050723, 0.121868, 0.591205, -0.096805, 0.116525, 0.011649, 0.036932
1.102, 2.961150, 1.527694, 1.007374, 3.025266, 0.180644, -0.048388, 0.122108, 0.591926, -0.098551, 0.116446, 0.012271, 0.035031
1.122, 2.964750, 1.526747, 1.009824, 3.037135, 0.178651, -0.046055, 0.122360, 0.592609, -0.100335, 0.116358, 0.012860, 0.033099
1.142, 2.968310, 1.525848, 1.012278, 3.049017, 0.176622, -0.043725, 0.122623, 0.593252, -0.102155, 0.116260, 0.013411, 0.031128
1.162, 2.971829, 1.524995, 1.014739, 3.060912, 0.174556, -0.041396, 0.122897, 0.593856, -0.104009, 0.116150, 0.013918, 0.029114
1.182, 2.975306, 1.524189, 1.017204, 3.072819, 0.172453, -0.039069, 0.123180, 0.594419, -0.105893, 0.116027, 0.014376, 0.027049
1.202, 2.978740, 1.523429, 1.019676, 3.084736, 0.170312, -0.036746, 0.123473, 0.594940, -0.107806, 0.115888, 0.014783, 0.024932
1.222, 2.982131, 1.522716, 1.022153, 3.096664, 0.168132, -0.034425, 0.123773, 0.595418, -0.109741, 0.115730, 0.015135, 0.022759
1.242, 2.985479, 1.522049, 1.024637, 3.108600, 0.165913, -0.032107, 0.124079, 0.595852, -0.111696, 0.115553, 0.015432, 0.020530
1.263, 2.988781, 1.521429, 1.027126, 3.120545, 0.163655, -0.029793, 0.124391, 0.596240, -0.113666, 0.115352, 0.015671, 0.018244
1.283, 2.992038, 1.520855, 1.029622, 3.132497, 0.161357, -0.027484, 0.124707, 0.596582, -0.115646, 0.115125, 0.015854, 0.015905
1.303, 2.995248, 1.520327, 1.032125, 3.144456, 0.159020, -0.025179, 0.125026, 0.596877, -0.117632, 0.114870, 0.015981, 0.013514
1.323, 2.998411, 1.519846, 1.034633, 3.156420, 0.156643, -0.022880, 0.125347, 0.597124, -0.119620, 0.114585, 0.016055, 0.011077
1.343, 3.001526, 1.519410, 1.037148, 3.168388, 0.154226, -0.020587, 0.125669, 0.597321, -0.121605, 0.114267, 0.016078, 0.008598
1.363, 3.004592, 1.519021, 1.039670, 3.180360, 0.151769, -0.018301, 0.125991, 0.597468, -0.123584, 0.113917, 0.016054, 0.006086
1.383, 3.007609, 1.518677, 1.042198, 3.192335, 0.149272, -0.016022, 0.126312, 0.597565, -0.125555, 0.113531, 0.015988, 0.003546
1.403, 3.010575, 1.518378, 1.044733, 3.204311, 0.146737, -0.013750, 0.126631, 0.597610, -0.127514, 0.113111, 0.015884, 0.000990
1.423, 3.013490, 1.518126, 1.047274, 3.216287, 0.144162, -0.011488, 0.126948, 0.597604, -0.129459, 0.112657, 0.015749, -0.001576
1.443, 3.016353, 1.517918, 1.049821, 3.228262, 0.141548, -0.009235, 0.127262, 0.597547, -0.131391, 0.112170, 0.015589, -0.004140
1.463, 3.019163, 1.517755, 1.052374, 3.240236, 0.138896, -0.006993, 0.127573, 0.597439, -0.133309, 0.111652, 0.015410, -0.006692
1.483, 3.021919, 1.517638, 1.054934, 3.252207, 0.136205, -0.004761, 0.127880, 0.597279, -0.135214, 0.111106, 0.015219, -0.009223
1.503, 3.024621, 1.517564, 1.057500, 3.264175, 0.133476, -0.002540, 0.128183, 0.597069, -0.137108, 0.110536, 0.015022, -0.011721
1.523, 3.027269, 1.517536, 1.060071, 3.276138, 0.130710, -0.000330, 0.128482, 0.596809, -0.138994, 0.109947, 0.014827, -0.014178
1.543, 3.029860, 1.517551, 1.062649, 3.288095, 0.127905, 0.001867, 0.128777, 0.596501, -0.140876, 0.109345, 0.014638, -0.016583
1.563, 3.032395, 1.517610, 1.065233, 3.300045, 0.125063, 0.004052, 0.129069, 0.596145, -0.142759, 0.108735, 0.014463, -0.018928
1.583, 3.034872, 1.517713, 1.067822, 3.311988, 0.122184, 0.006225, 0.129357, 0.595743, -0.144648, 0.108126, 0.014307, -0.021205
1.603, 3.037292, 1.517860, 1.070417, 3.323922, 0.119266, 0.008386, 0.129643, 0.595296, -0.146551, 0.107525, 0.014175, -0.023408
1.623, 3.039652, 1.518049, 1.073018, 3.335847, 0.116310, 0.010535, 0.129925, 0.594805, -0.148475, 0.106942, 0.014070, -0.025530
1.643, 3.041953, 1.518282, 1.075625, 3.347762, 0.113315, 0.012672, 0.130207, 0.594273, -0.150429, 0.106387, 0.013997, -0.027569
1.663, 3.044194, 1.518557, 1.078237, 3.359666, 0.110280, 0.014799, 0.130487, 0.593701, -0.152420, 0.105868, 0.013957, -0.029520
1.683, 3.046373, 1.518875, 1.080855, 3.371557, 0.107205, 0.016916, 0.130766, 0.593091, -0.154459, 0.105397, 0.013952, -0.031384
1.703, 3.048490, 1.519235, 1.083478, 3.383437, 0.104089, 0.019024, 0.131046, 0.592444, -0.156555, 0.104984, 0.013982, -0.033162
1.723, 3.050545, 1.519638, 1.086107, 3.395302, 0.100930, 0.021124, 0.131327, 0.591762, -0.158718, 0.104641, 0.014047, -0.034855
1.743, 3.052535, 1.520082, 1.088742, 3.407154, 0.097727, 0.023218, 0.131609, 0.591047, -0.160958, 0.104377, 0.014144, -0.036469
1.764, 3.054461, 1.520568, 1.091382, 3.418991, 0.094478, 0.025308, 0.131894, 0.590301, -0.163283, 0.104204, 0.014270, -0.038009
1.784, 3.056322, 1.521096, 1.094028, 3.430813, 0.091182, 0.027395, 0.132181, 0.589524, -0.165705, 0.104131, 0.014421, -0.039484
1.804, 3.058116, 1.521666, 1.096680, 3.442619, 0.087836, 0.029482, 0.132472, 0.588719, -0.168230, 0.104169, 0.014592, -0.040902
1.824, 3.059842, 1.522278, 1.099338, 3.454409, 0.084439, 0.031571, 0.132766, 0.587885, -0.170867, 0.104327, 0.014777, -0.042276
1.844, 3.061499, 1.522932, 1.102001, 3.466182, 0.080987, 0.033665, 0.133064, 0.587024, -0.173624, 0.104612, 0.014967, -0.043618
1.864, 3.063087, 1.523627, 1.104671, 3.477937, 0.077479, 0.035765, 0.133366, 0.586137, -0.176505, 0.105032, 0.015157, -0.044942
1.884, 3.064604, 1.524365, 1.107347, 3.489674, 0.073912, 0.037875, 0.133672, 0.585223, -0.179517, 0.105594, 0.015335, -0.046263
1.904, 3.066049, 1.525145, 1.110029, 3.501393, 0.070283, 0.039998, 0.133981, 0.584283, -0.182662, 0.106301, 0.015494, -0.047597
1.924, 3.067421, 1.525968, 1.112717, 3.513092, 0.066590, 0.042137, 0.134293, 0.583315, -0.185943, 0.107158, 0.015622, -0.048962
1.944, 3.068718, 1.526834, 1.115411, 3.524772, 0.062829, 0.044294, 0.134607, 0.582320, -0.189360, 0.108167, 0.015711, -0.050375
1.964, 3.069939, 1.527744, 1.118112, 3.536431, 0.058999, 0.046473, 0.134922, 0.581296, -0.192912, 0.109328, 0.015749, -0.051853
1.984, 3.071082, 1.528697, 1.120819, 3.548070, 0.055097, 0.048677, 0.135238, 0.580241, -0.196596, 0.110641, 0.015727, -0.053415
2.004, 3.072147, 1.529695, 1.123532, 3.559687, 0.051119, 0.050909, 0.135552, 0.579154, -0.200408, 0.112103, 0.015634, -0.055078
2.024, 3.073130, 1.530738, 1.126252, 3.571282, 0.047063, 0.053171, 0.135864, 0.578033, -0.204341, 0.113710, 0.015460, -0.056860
2.044, 3.074032, 1.531826, 1.128977, 3.582855, 0.042928, 0.055467, 0.136171, 0.576874, -0.208387, 0.115456, 0.015196, -0.058777
2.064, 3.074850, 1.532961, 1.131709, 3.594403, 0.038710, 0.057800, 0.136472, 0.575676, -0.212537, 0.117335, 0.014834, -0.060846
2.084, 3.075583, 1.534143, 1.134447, 3.605928, 0.034409, 0.060171, 0.136765, 0.574435, -0.216779, 0.119337, 0.014366, -0.063080
2.104, 3.076229, 1.535373, 1.137191, 3.617427, 0.030021, 0.062583, 0.137047, 0.573147, -0.221101, 0.121454, 0.013785, -0.065493
2.124, 3.076786, 1.536652, 1.139940, 3.628899, 0.025547, 0.065039, 0.137316, 0.571808, -0.225487, 0.123672, 0.013085, -0.068097
2.144, 3.077252, 1.537980, 1.142694, 3.640344, 0.020984, 0.067541, 0.137571, 0.570416, -0.229924, 0.125981, 0.012262, -0.070903
2.164, 3.077626, 1.539359, 1.145454, 3.651761, 0.016331, 0.070089, 0.137807, 0.568965, -0.234393, 0.128367, 0.011313, -0.073919
2.184, 3.077906, 1.540790, 1.148218, 3.663148, 0.011589, 0.072686, 0.138023, 0.567452, -0.238878, 0.130816, 0.010236, -0.077152
2.204, 3.078090, 1.542273, 1.150986, 3.674504, 0.006757, 0.075333, 0.138216, 0.565871, -0.243361, 0.133312, 0.009032, -0.080606
2.224, 3.078176, 1.543809, 1.153757, 3.685828, 0.001835, 0.078030, 0.138384, 0.564220, -0.247823, 0.135842, 0.007700, -0.084285
2.244, 3.078163, 1.545401, 1.156532, 3.697118, -0.003176, 0.080777, 0.138524, 0.562492, -0.252244, 0.138389, 0.006244, -0.088189
2.265, 3.078049, 1.547047, 1.159309, 3.708372, -0.008275, 0.083576, 0.138634, 0.560683, -0.256607, 0.140938, 0.004669, -0.092318
2.285, 3.077831, 1.548751, 1.162088, 3.719589, -0.013460, 0.086426, 0.138711, 0.558790, -0.260892, 0.143473, 0.002979, -0.096668
2.305, 3.077509, 1.550512, 1.164868, 3.730768, -0.018730, 0.089327, 0.138752, 0.556808, -0.265081, 0.145981, 0.001182, -0.101234
2.325, 3.077080, 1.552331, 1.167649, 3.741906, -0.024084, 0.092277, 0.138757, 0.554731, -0.269156, 0.148446, -0.000713, -0.106010
2.345, 3.076543, 1.554210, 1.170430, 3.753001, -0.029517, 0.095276, 0.138723, 0.552557, -0.273101, 0.150855, -0.002698, -0.110988
2.365, 3.075896, 1.556150, 1.173209, 3.764052, -0.035029, 0.098323, 0.138649, 0.550282, -0.276901, 0.153196, -0.004761, -0.116159
2.385, 3.075138, 1.558152, 1.175986, 3.775056, -0.040615, 0.101416, 0.138532, 0.547900, -0.280540, 0.155458, -0.006891, -0.121512
2.405, 3.074268, 1.560215, 1.178761, 3.786011, -0.046272, 0.104553, 0.138372, 0.545410, -0.284006, 0.157630, -0.009075, -0.127035
2.425, 3.073283, 1.562342, 1.181532, 3.796915, -0.051996, 0.107733, 0.138168, 0.542808, -0.287288, 0.159703, -0.011301, -0.132715
2.445, 3.072183, 1.564533, 1.184298, 3.807766, -0.057785, 0.110953, 0.137919, 0.540090, -0.290377, 0.161672, -0.013556, -0.138540
2.465, 3.070967, 1.566790, 1.187060, 3.818561, -0.063633, 0.114212, 0.137625, 0.537254, -0.293266, 0.163530, -0.015825, -0.144496
2.485, 3.069633, 1.569111, 1.189814, 3.829298, -0.069538, 0.117507, 0.137285, 0.534298, -0.295948, 0.165273, -0.018096, -0.150570
2.505, 3.068179, 1.571499, 1.192562, 3.839975, -0.075494, 0.120835, 0.136899, 0.531219, -0.298422, 0.166900, -0.020355, -0.156748
2.525, 3.066606, 1.573955, 1.195301, 3.850589, -0.081497, 0.124195, 0.136469, 0.528015, -0.300685, 0.168411, -0.022590, -0.163017
2.545, 3.064913, 1.576477, 1.198031, 3.861137, -0.087544, 0.127584, 0.135994, 0.524684, -0.302739, 0.169807, -0.024788, -0.169365
2.565, 3.063097, 1.579068, 1.200751, 3.871617, -0.093629, 0.131000, 0.135476, 0.521226, -0.304586, 0.171092, -0.026938, -0.175780
2.585, 3.061160, 1.581728, 1.203461, 3.882027, -0.099750, 0.134441, 0.134915, 0.517639, -0.306232, 0.172269, -0.029031, -0.182250
2.605, 3.059099, 1.584457, 1.206158, 3.892364, -0.105902, 0.137904, 0.134313, 0.513921, -0.307683, 0.173346, -0.031056, -0.188767
2.625, 3.056915, 1.587255, 1.208844, 3.902624, -0.112081, 0.141388, 0.133671, 0.510073, -0.308948, 0.174331, -0.033006, -0.195321
2.645, 3.054607, 1.590124, 1.211516, 3.912806, -0.118283, 0.144891, 0.132990, 0.506092, -0.310038, 0.175231, -0.034875, -0.201904
2.665, 3.052174, 1.593063, 1.214174, 3.922908, -0.124506, 0.148411, 0.132274, 0.501980, -0.310963, 0.176058, -0.036659, -0.208511
2.685, 3.049616, 1.596072, 1.216817, 3.932925, -0.130746, 0.151947, 0.131522, 0.497735, -0.311737, 0.176821, -0.038355, -0.215137
2.705, 3.046934, 1.599153, 1.219445, 3.942856, -0.137000, 0.155498, 0.130737, 0.493357, -0.312373, 0.177533, -0.039960, -0.221778
2.725, 3.044125, 1.602305, 1.222057, 3.952698, -0.143265, 0.159062, 0.129921, 0.488846, -0.312886, 0.178204, -0.041477, -0.228432
2.745, 3.041192, 1.605528, 1.224652, 3.962448, -0.149540, 0.162640, 0.129075, 0.484202, -0.313291, 0.178848, -0.042907, -0.235098
2.766, 3.038132, 1.608824, 1.227230, 3.972104, -0.155821, 0.166230, 0.128202, 0.479423, -0.313604, 0.179476, -0.044255, -0.241776
2.786, 3.034946, 1.612191, 1.229790, 3.981663, -0.162108, 0.169833, 0.127302, 0.474511, -0.313840, 0.180100, -0.045527, -0.248467
2.806, 3.031634, 1.615631, 1.232332, 3.991122, -0.168400, 0.173449, 0.126377, 0.469465, -0.314013, 0.180730, -0.046730, -0.255173
2.826, 3.028197, 1.619143, 1.234855, 4.000478, -0.174694, 0.177077, 0.125429, 0.464284, -0.314138, 0.181379, -0.047873, -0.261896
2.846, 3.024633, 1.622728, 1.237359, 4.009729, -0.180990, 0.180719, 0.124459, 0.458968, -0.314230, 0.182055, -0.048967, -0.268638
2.866, 3.020943, 1.626386, 1.239843, 4.018873, -0.187288, 0.184374, 0.123467, 0.453516, -0.314300, 0.182766, -0.050023, -0.275404
2.886, 3.017126, 1.630118, 1.242308, 4.027905, -0.193587, 0.188044, 0.122454, 0.447929, -0.314360, 0.183521, -0.051055, -0.282194
2.906, 3.013184, 1.633923, 1.244751, 4.036825, -0.199888, 0.191730, 0.121421, 0.442206, -0.314420, 0.184324, -0.052076, -0.289012
2.926, 3.009115, 1.637803, 1.247174, 4.045628, -0.206189, 0.195432, 0.120367, 0.436345, -0.314489, 0.185181, -0.053101, -0.295859
2.946, 3.004919, 1.641756, 1.249575, 4.054313, -0.212492, 0.199153, 0.119292, 0.430347, -0.314573, 0.186094, -0.054143, -0.302737
2.966, 3.000598, 1.645785, 1.251955, 4.062875, -0.218797, 0.202891, 0.118197, 0.424211, -0.314678, 0.187064, -0.055218, -0.309645
2.986, 2.996150, 1.649888, 1.254313, 4.071314, -0.225105, 0.206650, 0.117079, 0.417937, -0.314805, 0.188091, -0.056341, -0.316581
3.006, 2.991576, 1.654067, 1.256647, 4.079626, -0.231415, 0.210431, 0.115938, 0.411523, -0.314957, 0.189171, -0.057526, -0.323543
3.026, 2.986875, 1.658323, 1.258959, 4.087807, -0.237729, 0.214233, 0.114773, 0.404969, -0.315132, 0.190302, -0.058787, -0.330525
3.046, 2.982047, 1.662654, 1.261247, 4.095856, -0.244046, 0.218058, 0.113581, 0.398275, -0.315328, 0.191477, -0.060136, -0.337522
3.066, 2.977093, 1.667062, 1.263511, 4.103769, -0.250367, 0.221907, 0.112362, 0.391441, -0.315538, 0.192690, -0.061587, -0.344525
3.086, 2.972013, 1.671548, 1.265751, 4.111544, -0.256693, 0.225781, 0.111112, 0.384466, -0.315758, 0.193932, -0.063148, -0.351524
3.106, 2.966805, 1.676112, 1.267965, 4.119178, -0.263023, 0.229680, 0.109830, 0.377352, -0.315979, 0.195194, -0.064831, -0.358506
3.126, 2.961471, 1.680754, 1.270152, 4.126667, -0.269357, 0.233605, 0.108513, 0.370098, -0.316191, 0.196466, -0.066641, -0.365457
3.146, 2.956009, 1.685475, 1.272313, 4.134010, -0.275696, 0.237555, 0.107158, 0.362705, -0.316384, 0.197736, -0.068585, -0.372361
3.166, 2.950421, 1.690276, 1.274447, 4.141204, -0.282038, 0.241530, 0.105763, 0.355174, -0.316545, 0.198994, -0.070666, -0.379200
3.186, 2.944705, 1.695156, 1.276552, 4.148245, -0.288382, 0.245530, 0.104325, 0.347507, -0.316661, 0.200227, -0.072887, -0.385956
3.206, 2.938862, 1.700117, 1.278628, 4.155131, -0.294729, 0.249555, 0.102841, 0.339705, -0.316720, 0.201424, -0.075246, -0.392607
3.226, 2.932892, 1.705158, 1.280674, 4.161859, -0.301076, 0.253603, 0.101308, 0.331772, -0.316709, 0.202574, -0.077741, -0.399133
3.246, 2.926795, 1.710281, 1.282688, 4.168427, -0.307422, 0.257674, 0.099724, 0.323709, -0.316613, 0.203667, -0.080368, -0.405511
3.267, 2.920571, 1.715486, 1.284670, 4.174833, -0.313765, 0.261766, 0.098086, 0.315520, -0.316420, 0.204694, -0.083118, -0.411719
3.287, 2.914219, 1.720773, 1.286619, 4.181073, -0.320104, 0.265877, 0.096392, 0.307209, -0.316117, 0.205645, -0.085985, -0.417736
3.307, 2.907741, 1.726142, 1.288533, 4.187145, -0.326435, 0.270007, 0.094639, 0.298779, -0.315693, 0.206516, -0.088956, -0.423540
3.327, 2.901136, 1.731595, 1.290412, 4.193047, -0.332756, 0.274154, 0.092826, 0.290235, -0.315138, 0.207301, -0.092019, -0.429111
3.347, 2.894404, 1.737131, 1.292253, 4.198777, -0.339064, 0.278316, 0.090950, 0.281581, -0.314443, 0.207997, -0.095161, -0.434432
3.367, 2.887546, 1.742750, 1.294057, 4.204332, -0.345358, 0.282490, 0.089011, 0.272824, -0.313601, 0.208605, -0.098364, -0.439487
3.387, 2.880562, 1.748453, 1.295821, 4.209711, -0.351633, 0.286676, 0.087008, 0.263969, -0.312608, 0.209126, -0.101614, -0.444263
3.407, 2.873453, 1.754240, 1.297544, 4.214911, -0.357886, 0.290871, 0.084938, 0.255020, -0.311459, 0.209565, -0.104892, -0.448749
3.427, 2.866218, 1.760111, 1.299224, 4.219932, -0.364115, 0.295075, 0.082803, 0.245985, -0.310156, 0.209929, -0.108180, -0.452942
3.447, 2.858859, 1.766067, 1.300862, 4.224770, -0.370316, 0.299285, 0.080603, 0.236868, -0.308699, 0.210228, -0.111460, -0.456839
3.467, 2.851376, 1.772107, 1.302455, 4.229425, -0.376487, 0.303500, 0.078336, 0.227676, -0.307093, 0.210475, -0.114712, -0.460444
3.487, 2.843770, 1.778231, 1.304001, 4.233895, -0.382623, 0.307720, 0.076005, 0.218415, -0.305344, 0.210685, -0.117920, -0.463767
3.507, 2.836041, 1.784440, 1.305500, 4.238179, -0.388724, 0.311945, 0.073610, 0.209090, -0.303462, 0.210875, -0.121065, -0.466821
3.527, 2.828190, 1.790734, 1.306951, 4.242275, -0.394785, 0.316172, 0.071153, 0.199707, -0.301457, 0.211066, -0.124131, -0.469629
3.547, 2.820218, 1.797112, 1.308352, 4.246183, -0.400806, 0.320404, 0.068636, 0.190269, -0.299344, 0.211280, -0.127102, -0.472217
3.567, 2.812126, 1.803576, 1.309702, 4.249901, -0.406783, 0.324641, 0.066060, 0.180781, -0.297138, 0.211540, -0.129965, -0.474618
3.587, 2.803914, 1.810124, 1.310999, 4.253428, -0.412715, 0.328883, 0.063428, 0.171247, -0.294857, 0.211871, -0.132708, -0.476874
3.607, 2.795585, 1.816758, 1.312243, 4.256764, -0.418600, 0.333133, 0.060742, 0.161669, -0.292519, 0.212301, -0.135320, -0.479029
3.627, 2.787137, 1.823476, 1.313433, 4.259907, -0.424438, 0.337393, 0.058005, 0.152048, -0.290144, 0.212857, -0.137796, -0.481138
3.647, 2.778573, 1.830280, 1.314568, 4.262858, -0.430229, 0.341666, 0.055220, 0.142385, -0.287754, 0.213566, -0.140128, -0.483259
3.667, 2.769894, 1.837170, 1.315646, 4.265614, -0.435972, 0.345954, 0.052390, 0.132678, -0.285370, 0.214455, -0.142316, -0.485458
